iter,lr,img_size,loss_total,loss_xy,loss_wh,loss_obj,loss_cls
25,3.906250000000001e-10,384,36687.4921875,175.91085815429688,175.3194580078125,36080.828125,255.43215942382812
26,4.569759999999999e-10,384,36820.78125,192.23074340820312,156.8285675048828,36217.734375,253.989013671875
27,5.31441e-10,384,36899.234375,204.4218292236328,168.01617431640625,36253.734375,273.0616760253906
28,6.146560000000001e-10,384,36655.296875,156.93983459472656,125.27721405029297,36143.03515625,230.04530334472656
29,7.072810000000001e-10,384,36647.4296875,161.5518798828125,160.08351135253906,36077.80078125,247.992431640625
30,8.099999999999999e-10,384,36763.37109375,179.34011840820312,124.62091064453125,36217.78125,241.62857055664062
31,9.23521e-10,448,49786.1015625,172.4329071044922,131.63485717773438,49234.5234375,247.50665283203125
32,1.0485760000000003e-09,448,49601.53125,169.67320251464844,136.7129669189453,49065.625,229.52183532714844
33,1.1859210000000003e-09,448,49731.5546875,173.4954376220703,146.16116333007812,49170.78515625,241.1162872314453
34,1.3363360000000003e-09,448,49699.98046875,185.8927459716797,181.39295959472656,49100.703125,231.99134826660156
35,1.5006250000000005e-09,448,49785.1875,183.1702117919922,192.4345245361328,49166.9140625,242.67294311523438
36,1.6796159999999996e-09,448,49597.6875,177.13150024414062,131.33987426757812,49049.546875,239.67135620117188
37,1.8741609999999996e-09,448,49657.859375,171.0688018798828,167.96963500976562,49082.24609375,236.5760955810547
38,2.085136e-09,448,49472.515625,160.30386352539062,120.47520446777344,48969.75,221.98390197753906
39,2.3134409999999997e-09,448,49800.01953125,194.3980255126953,210.5753173828125,49122.515625,272.52862548828125
40,2.5600000000000003e-09,448,49584.69921875,190.81536865234375,149.89805603027344,48994.1171875,249.8690185546875
41,2.8257610000000007e-09,384,36761.93359375,206.8988494873047,155.66845703125,36076.65625,322.7117614746094
42,3.111696000000001e-09,384,36640.6875,188.1158447265625,166.82005310058594,36026.9375,258.81134033203125
43,3.418800999999999e-09,384,36563.828125,205.38442993164062,189.40391540527344,35871.13671875,297.90203857421875
44,3.748095999999999e-09,384,36579.26953125,179.3998565673828,183.36968994140625,35980.37109375,236.12734985351562
45,4.100624999999999e-09,384,36565.1640625,197.75735473632812,176.09848022460938,35904.84765625,286.4634094238281
46,4.477456e-09,384,36409.50390625,205.00576782226562,146.3101806640625,35816.203125,241.98074340820312
47,4.879681e-09,384,36405.84375,167.8548583984375,171.33059692382812,35826.3203125,240.3357391357422
48,5.3084160000000005e-09,384,36370.84765625,194.32098388671875,169.968994140625,35716.640625,289.9172058105469
49,5.764801000000001e-09,384,36258.46875,162.64883422851562,212.37188720703125,35624.8046875,258.6458435058594
50,6.250000000000001e-09,384,36430.421875,247.82101440429688,246.064208984375,35601.40625,335.13079833984375
51,6.7652009999999984e-09,608,89837.6484375,212.72073364257812,149.83914184570312,89193.6796875,281.40936279296875
52,7.311615999999999e-09,608,89070.28125,160.38656616210938,204.9512939453125,88486.234375,218.7106475830078
53,7.890481e-09,608,88576.296875,173.20111083984375,214.25653076171875,87949.703125,239.1326141357422
54,8.503056e-09,608,89127.5078125,181.08694458007812,135.8878173828125,88557.546875,252.98086547851562
55,9.150625e-09,608,88838.3828125,185.98593139648438,171.3744659423828,88206.859375,274.1595153808594
56,9.834496000000002e-09,608,88319.1640625,146.43563842773438,121.9604263305664,87841.609375,209.1602020263672
57,1.0556001000000002e-08,608,88267.5546875,201.26885986328125,197.9759063720703,87592.203125,276.11248779296875
58,1.1316496000000001e-08,608,87865.28125,168.66830444335938,125.79109191894531,87341.6484375,229.17242431640625
59,1.2117360999999998e-08,608,86789.578125,169.70147705078125,122.08910369873047,86247.25,250.532958984375
60,1.2959999999999998e-08,608,86838.4375,185.9387664794922,114.43777465820312,86302.109375,235.95358276367188
61,1.3845841e-08,352,29505.23828125,166.2938995361328,222.5530548095703,28872.009765625,244.3793182373047
62,1.4776336e-08,352,29553.998046875,201.1328582763672,216.6691131591797,28846.150390625,290.0460205078125
63,1.5752961e-08,352,29071.375,156.33926391601562,165.02151489257812,28517.310546875,232.70428466796875
64,1.6777216000000005e-08,352,29115.59765625,178.41629028320312,131.1626739501953,28567.693359375,238.326416015625
65,1.7850625000000005e-08,352,28973.16796875,174.91290283203125,208.44798278808594,28331.44140625,258.3676452636719
66,1.8974736000000005e-08,352,28706.921875,174.40875244140625,121.13186645507812,28147.828125,263.5523376464844
67,2.0151121000000005e-08,352,28634.3671875,174.60643005371094,221.41029357910156,28000.52734375,237.8212432861328
68,2.1381376000000005e-08,352,28360.875,204.1505889892578,160.9763641357422,27698.69140625,297.0545959472656
69,2.2667121000000006e-08,352,28305.0859375,190.87832641601562,186.41761779785156,27633.451171875,294.33941650390625
70,2.4010000000000008e-08,352,28169.5234375,190.62266540527344,134.15260314941406,27592.115234375,252.63397216796875
71,2.541168099999999e-08,544,65574.7265625,163.20423889160156,106.8701400756836,65078.71875,225.93212890625
72,2.6873855999999993e-08,544,65237.09375,174.50592041015625,150.5207977294922,64678.80078125,233.26478576660156
73,2.8398240999999995e-08,544,64472.0,198.35159301757812,213.68319702148438,63771.921875,288.038330078125
74,2.998657599999999e-08,544,64215.21484375,204.87765502929688,173.94039916992188,63544.71875,291.6739807128906
75,3.1640625e-08,544,63289.3671875,177.49876403808594,160.43988037109375,62697.8359375,253.5904998779297
76,3.3362176e-08,544,62821.3671875,203.81320190429688,127.02424621582031,62234.5625,255.9686737060547
77,3.5153041e-08,544,62260.8046875,203.5014190673828,214.00352478027344,61587.3828125,255.9186248779297
78,3.7015055999999996e-08,544,61439.6796875,188.06431579589844,179.87322998046875,60833.68359375,238.05535888671875
79,3.8950081e-08,544,60954.63671875,200.15672302246094,181.56240844726562,60300.4609375,272.45831298828125
80,4.0960000000000004e-08,544,59858.9375,202.05233764648438,136.8074493408203,59240.15625,279.9205322265625
81,4.304672100000001e-08,448,40292.265625,179.04354858398438,169.3858184814453,39684.203125,259.6323547363281
82,4.521217600000001e-08,448,39702.8203125,197.0475616455078,192.07688903808594,38999.6171875,314.0816345214844
83,4.7458321000000014e-08,448,39231.3046875,193.38412475585938,159.8694305419922,38605.265625,272.78717041015625
84,4.978713600000002e-08,448,38331.15234375,171.60952758789062,153.4718017578125,37758.7109375,247.35977172851562
85,5.220062500000002e-08,448,37832.703125,181.78567504882812,166.03086853027344,37245.6015625,239.28662109375
86,5.470081599999998e-08,448,37255.359375,176.66098022460938,146.61260986328125,36712.7890625,219.2962188720703
87,5.7289760999999986e-08,448,36462.4921875,162.4346160888672,150.1258544921875,35950.5625,199.36691284179688
88,5.996953599999998e-08,448,36080.18359375,195.2520294189453,222.92105102539062,35432.20703125,229.80238342285156
89,6.2742241e-08,448,35357.92578125,158.789794921875,181.1504669189453,34792.796875,225.18894958496094
90,6.560999999999999e-08,448,34587.05078125,172.3216552734375,105.70883178710938,34065.703125,243.31961059570312
91,6.8574961e-08,544,49644.859375,157.1721954345703,100.3509521484375,49170.36328125,216.97265625
92,7.1639296e-08,544,48712.1796875,151.65377807617188,144.66964721679688,48177.54296875,238.313232421875
93,7.4805201e-08,544,47694.17578125,184.30062866210938,100.14399719238281,47148.84375,260.8886413574219
94,7.8074896e-08,544,46582.21484375,179.35345458984375,117.80533599853516,46035.70703125,249.35142517089844
95,8.1450625e-08,544,45468.1015625,192.12759399414062,133.07888793945312,44915.69921875,227.19566345214844
96,8.493465600000001e-08,544,44330.78515625,189.22781372070312,157.68551635742188,43726.42578125,257.4461669921875
97,8.852928100000001e-08,544,43235.8828125,187.246826171875,140.66793823242188,42644.9921875,262.9729309082031
98,9.223681600000001e-08,544,41849.8125,196.3639373779297,179.01792907714844,41222.359375,252.07293701171875
99,9.605960100000002e-08,544,40782.66015625,203.48684692382812,167.89056396484375,40153.66796875,257.61541748046875
100,1.0000000000000002e-07,544,39453.60546875,221.67144775390625,142.32997131347656,38816.57421875,273.0281066894531
101,1.0406040100000003e-07,512,34062.7265625,147.4496612548828,169.50372314453125,33546.30078125,199.4734649658203
102,1.0824321599999997e-07,512,32784.41015625,182.98959350585938,129.7195587158203,32235.72265625,235.97911071777344
103,1.1255088099999998e-07,512,31647.390625,209.1108856201172,141.6492156982422,31036.015625,260.6136169433594
104,1.1698585599999998e-07,512,30508.65234375,187.54066467285156,122.53705596923828,29967.5,231.07687377929688
105,1.21550625e-07,512,29622.53515625,181.42880249023438,177.67677307128906,29004.16796875,259.2647399902344
106,1.26247696e-07,512,28634.806640625,197.0843505859375,214.0504150390625,27933.85546875,289.81695556640625
107,1.31079601e-07,512,27426.818359375,201.9571990966797,133.18609619140625,26802.09765625,289.57855224609375
108,1.36048896e-07,512,26497.91796875,187.1463623046875,142.81382751464844,25943.755859375,224.20291137695312
109,1.41158161e-07,512,25670.587890625,201.47573852539062,243.79428100585938,24970.1328125,255.18556213378906
110,1.4641e-07,512,24273.171875,182.3701629638672,107.84931945800781,23767.744140625,215.2093048095703
111,1.5180704100000002e-07,576,29650.69140625,203.3678436279297,174.7049560546875,29000.955078125,271.661376953125
112,1.5735193600000002e-07,576,28780.41796875,130.9724884033203,174.15408325195312,28285.791015625,189.5016326904297
113,1.63047361e-07,576,27165.9921875,169.57200622558594,96.62332153320312,26660.431640625,239.3661651611328
114,1.6889601600000004e-07,576,26176.40625,181.6373748779297,208.87411499023438,25496.88671875,289.0087585449219
115,1.7490062500000003e-07,576,24810.22265625,163.11756896972656,114.39382934570312,24313.15234375,219.5583038330078
116,1.8106393600000002e-07,576,23828.642578125,193.63601684570312,153.77310180664062,23212.5703125,268.66351318359375
117,1.8738872100000006e-07,576,22895.84765625,168.83119201660156,175.281494140625,22348.5703125,203.16404724121094
118,1.9387777599999997e-07,576,21561.23828125,197.40440368652344,137.35983276367188,20952.798828125,273.674072265625
119,2.0053392099999997e-07,576,20871.560546875,143.0764617919922,98.77900695800781,20445.16015625,184.54566955566406
120,2.0735999999999997e-07,576,19429.29296875,174.9649200439453,108.1072998046875,18929.0859375,217.13438415527344
121,2.1435888099999999e-07,480,13121.94140625,185.9878387451172,176.91778564453125,12533.4609375,225.57501220703125
122,2.21533456e-07,480,12346.990234375,182.8385009765625,115.67288208007812,11836.76171875,211.71743774414062
123,2.28886641e-07,480,11637.080078125,188.53286743164062,96.88784790039062,11096.388671875,255.27127075195312
124,2.36421376e-07,480,11466.8623046875,200.4935302734375,212.57705688476562,10768.818359375,284.9723205566406
125,2.44140625e-07,480,10602.9052734375,167.85740661621094,103.40313720703125,10133.43359375,198.21200561523438
126,2.52047376e-07,480,10251.2724609375,193.7570037841797,157.61300659179688,9623.46875,276.43365478515625
127,2.60144641e-07,480,9667.212890625,192.5634307861328,109.83323669433594,9105.330078125,259.48687744140625
128,2.684354560000001e-07,480,9436.6962890625,194.15017700195312,146.8560028076172,8845.984375,249.70529174804688
129,2.7692288100000004e-07,480,9089.2421875,164.38632202148438,125.77064514160156,8585.79296875,213.29225158691406
130,2.856100000000001e-07,480,8542.244140625,174.6765899658203,107.64793395996094,8022.06884765625,237.85145568847656
131,2.9449992100000003e-07,448,7262.001953125,185.35850524902344,103.99827575683594,6738.73583984375,233.9093017578125
132,3.035957760000001e-07,448,7079.0537109375,195.36058044433594,183.59043884277344,6410.818359375,289.2840881347656
133,3.129007210000001e-07,448,6632.3935546875,184.8595733642578,140.07162475585938,6060.7529296875,246.709716796875
134,3.224179360000001e-07,448,6528.68359375,193.04827880859375,133.82528686523438,5927.63720703125,274.1727600097656
135,3.3215062500000006e-07,448,6235.5185546875,156.9462432861328,123.20281982421875,5734.75439453125,220.6151123046875
136,3.421020160000001e-07,448,6002.00537109375,173.68238830566406,126.74747467041016,5477.30859375,224.2666473388672
137,3.5227536100000014e-07,448,5787.576171875,215.7706756591797,141.30734252929688,5182.01171875,248.486572265625
138,3.626739360000001e-07,448,5719.5703125,206.38087463378906,153.33334350585938,5109.9501953125,249.90591430664062
139,3.7330104100000016e-07,448,5443.158203125,220.72933959960938,136.54615783691406,4824.51953125,261.3629150390625
140,3.841600000000001e-07,448,5127.7275390625,165.62469482421875,112.54735565185547,4618.0927734375,231.46282958984375
141,3.9525416099999984e-07,544,7215.7861328125,168.78424072265625,134.8621368408203,6676.8701171875,235.27000427246094
142,4.0658689599999985e-07,544,6967.306640625,177.7585906982422,134.2333984375,6413.07666015625,242.23849487304688
143,4.181616009999999e-07,544,6614.958984375,175.74456787109375,126.6495361328125,6084.0517578125,228.5131072998047
144,4.299816959999999e-07,544,6430.6455078125,177.37969970703125,127.50642395019531,5886.0380859375,239.7213592529297
145,4.420506249999999e-07,544,6107.1328125,163.99215698242188,118.29467010498047,5613.755859375,211.0901336669922
146,4.543718559999999e-07,544,6233.31005859375,150.9976806640625,168.25450134277344,5720.4326171875,193.6250457763672
147,4.6694888099999995e-07,544,5774.337890625,213.0142364501953,128.2294921875,5153.46923828125,279.62493896484375
148,4.797852159999999e-07,544,5572.236328125,164.90614318847656,142.28631591796875,5049.1640625,215.8797607421875
149,4.928844009999999e-07,544,5491.7392578125,177.4920196533203,135.31124877929688,4933.9638671875,244.97256469726562
150,5.0625e-07,544,5242.40087890625,200.2371826171875,124.80595397949219,4692.7080078125,224.6496124267578
151,5.19885601e-07,352,2514.45068359375,175.1094970703125,105.18682861328125,1967.0633544921875,267.0911560058594
152,5.33794816e-07,352,2403.8515625,163.38796997070312,129.30206298828125,1877.8724365234375,233.28892517089844
153,5.47981281e-07,352,2398.80859375,176.3710479736328,115.85868835449219,1837.292724609375,269.28619384765625
154,5.62448656e-07,352,2221.8515625,143.77688598632812,110.83071899414062,1750.6776123046875,216.56625366210938
155,5.772006249999999e-07,352,2333.419921875,175.28707885742188,153.68431091308594,1748.556884765625,255.8916473388672
156,5.922408959999999e-07,352,2242.84423828125,169.61122131347656,120.3827133178711,1701.979248046875,250.87103271484375
157,6.07573201e-07,352,2176.431884765625,171.55776977539062,134.08462524414062,1618.9356689453125,251.8538818359375
158,6.23201296e-07,352,2000.11572265625,138.95040893554688,103.66525268554688,1557.70166015625,199.79844665527344
159,6.391289610000001e-07,352,2173.518310546875,181.94676208496094,169.76512145996094,1561.8763427734375,259.9302062988281
160,6.553600000000001e-07,352,2134.89501953125,192.56460571289062,155.18276977539062,1522.880126953125,264.2677001953125
161,6.718982410000002e-07,320,1777.020751953125,169.47528076171875,109.94010162353516,1260.064453125,237.54092407226562
162,6.887475360000001e-07,320,1805.37353515625,185.21987915039062,111.4849853515625,1243.298583984375,265.3699951171875
163,7.059117610000002e-07,320,1598.140625,135.2252655029297,79.43063354492188,1184.74658203125,198.73825073242188
164,7.233948160000002e-07,320,1566.33935546875,135.2725830078125,102.11975860595703,1136.2926025390625,192.65438842773438
165,7.412006250000001e-07,320,1798.8743896484375,200.92152404785156,138.0010223388672,1177.83935546875,282.11248779296875
166,7.593331360000002e-07,320,1682.6180419921875,173.36312866210938,116.332763671875,1135.51123046875,257.410888671875
167,7.777963210000002e-07,320,1478.458984375,132.05645751953125,99.20244598388672,1070.24853515625,176.9515838623047
168,7.965941760000003e-07,320,1675.741455078125,190.11962890625,128.39999389648438,1082.1099853515625,275.11181640625
169,8.157307210000002e-07,320,1601.82568359375,176.8505096435547,106.56954956054688,1080.342529296875,238.06317138671875
170,8.352100000000003e-07,320,1563.706787109375,159.55990600585938,149.14993286132812,1042.3558349609375,212.6411590576172
171,8.550360810000002e-07,544,3228.9306640625,177.4442901611328,134.88246154785156,2690.447509765625,226.15621948242188
172,8.752130559999997e-07,544,3153.235107421875,184.7418212890625,106.90438842773438,2643.190673828125,218.39808654785156
173,8.957450409999998e-07,544,3061.93603515625,161.29486083984375,87.27764129638672,2597.89892578125,215.464599609375
174,9.166361759999998e-07,544,2906.56787109375,149.0325469970703,80.693359375,2490.85986328125,185.98211669921875
175,9.378906249999998e-07,544,2985.63671875,180.90469360351562,133.0269317626953,2447.537109375,224.1680145263672
176,9.595125759999998e-07,544,2808.62255859375,168.41636657714844,108.47277069091797,2326.000732421875,205.73277282714844
177,9.815062409999997e-07,544,2837.1650390625,154.69960021972656,118.29774475097656,2362.8515625,201.31626892089844
178,1.003875856e-06,544,2718.282470703125,166.44744873046875,97.2726821899414,2249.444580078125,205.117919921875
179,1.026625681e-06,544,2659.5458984375,158.28887939453125,101.23075866699219,2194.677001953125,205.34934997558594
180,1.0497599999999998e-06,544,2533.0322265625,167.64846801757812,74.46773529052734,2088.131103515625,202.78475952148438
181,1.073283121e-06,416,1694.04443359375,147.06524658203125,75.94795989990234,1262.267333984375,208.76390075683594
182,1.097199376e-06,416,1708.361572265625,158.65213012695312,93.13838195800781,1238.899169921875,217.67181396484375
183,1.121513121e-06,416,1630.646240234375,143.560302734375,107.01022338867188,1185.3492431640625,194.72640991210938
184,1.146228736e-06,416,1547.0980224609375,153.72157287597656,69.28839111328125,1143.718505859375,180.36962890625
185,1.1713506249999998e-06,416,1743.2431640625,198.2886962890625,101.93234252929688,1184.8974609375,258.12457275390625
186,1.196883216e-06,416,1679.3121337890625,184.0203857421875,132.2981414794922,1131.243896484375,231.74972534179688
187,1.222830961e-06,416,1543.500732421875,142.319091796875,112.90458679199219,1101.4197998046875,186.8571319580078
188,1.249198336e-06,416,1467.6083984375,147.38636779785156,75.2827377319336,1052.7001953125,192.2391815185547
189,1.275989841e-06,416,1546.039794921875,171.81045532226562,88.74658203125,1068.168701171875,217.31402587890625
190,1.30321e-06,416,1499.60986328125,159.95703125,80.60171508789062,1036.31103515625,222.74000549316406
191,1.3308633610000002e-06,480,1783.1455078125,156.74090576171875,109.3204116821289,1302.5013427734375,214.58274841308594
192,1.3589544960000001e-06,480,1745.0125732421875,154.184326171875,113.4240951538086,1273.6153564453125,203.78866577148438
193,1.387488001e-06,480,1585.22705078125,137.8406524658203,67.03410339355469,1194.47705078125,185.87533569335938
194,1.4164684960000002e-06,480,1712.478759765625,175.68209838867188,103.13798522949219,1232.304443359375,201.3542938232422
195,1.4459006250000003e-06,480,1760.1005859375,156.29360961914062,148.79733276367188,1243.7794189453125,211.23001098632812
196,1.4757890560000002e-06,480,1599.65771484375,148.3650665283203,93.88130187988281,1170.44482421875,186.96641540527344
197,1.5061384810000002e-06,480,1667.698974609375,187.1107177734375,97.64047241210938,1163.348388671875,219.59959411621094
198,1.5369536160000004e-06,480,1597.8408203125,152.8648223876953,107.84986877441406,1124.002197265625,213.12380981445312
199,1.5682392010000005e-06,480,1514.561279296875,149.8861083984375,103.38300323486328,1063.930419921875,197.36175537109375
200,1.6000000000000004e-06,480,1450.136962890625,145.0306396484375,76.20201873779297,1047.409912109375,181.4944305419922
201,1.6322408010000003e-06,480,1389.51025390625,131.38551330566406,73.92803192138672,1021.5863037109375,162.6104736328125
202,1.6649664160000005e-06,480,1470.3154296875,157.65589904785156,106.50611877441406,1021.9644165039062,184.1890869140625
203,1.6981816810000005e-06,480,1408.107177734375,156.6742401123047,77.77847290039062,983.239013671875,190.41539001464844
204,1.7318914559999996e-06,480,1442.613037109375,145.06239318847656,117.20524597167969,999.55126953125,180.79420471191406
205,1.7661006249999995e-06,480,1425.174072265625,164.6334991455078,109.29862976074219,940.2326049804688,211.00941467285156
206,1.8008140959999997e-06,480,1372.5986328125,155.60862731933594,93.0503921508789,924.7656860351562,199.17396545410156
207,1.8360368009999999e-06,480,1429.943115234375,172.16485595703125,94.66607666015625,939.3109741210938,223.80111694335938
208,1.8717736959999997e-06,480,1321.459228515625,147.91563415527344,82.23177337646484,900.854736328125,190.4571533203125
209,1.9080297609999996e-06,480,1305.8291015625,152.37733459472656,116.72087860107422,849.8382568359375,186.89263916015625
210,1.94481e-06,480,1306.305419921875,157.5491943359375,105.7464370727539,852.7392578125,190.2704620361328
211,1.9821194409999997e-06,608,1671.9439697265625,144.96926879882812,90.90623474121094,1257.1114501953125,178.95712280273438
212,2.019963136e-06,608,1785.2076416015625,180.55824279785156,72.67301940917969,1293.3388671875,238.63758850097656
213,2.058346161e-06,608,1700.1033935546875,175.48768615722656,80.06842803955078,1224.3272705078125,220.2200469970703
214,2.097273616e-06,608,1539.289794921875,151.28305053710938,59.99188995361328,1150.52099609375,177.49388122558594
215,2.136750625e-06,608,1681.391357421875,173.29013061523438,92.58475494384766,1189.1912841796875,226.32525634765625
216,2.176782336e-06,608,1494.642822265625,138.69985961914062,73.71694946289062,1124.222412109375,158.00375366210938
217,2.2173739210000003e-06,608,1433.6876220703125,129.37442016601562,85.02017211914062,1071.309326171875,147.98361206054688
218,2.258530576e-06,608,1546.936767578125,175.01853942871094,86.78912353515625,1075.87353515625,209.25543212890625
219,2.300257521e-06,608,1397.1815185546875,149.57061767578125,64.2628402709961,1011.3291015625,172.0189208984375
220,2.34256e-06,608,1423.7022705078125,153.69786071777344,66.13346099853516,1010.5131225585938,193.3578338623047
221,2.3854432810000003e-06,352,936.1015625,150.70367431640625,99.8023910522461,467.8338928222656,217.7615966796875
222,2.4289126560000003e-06,352,983.1259765625,163.5769805908203,113.50534057617188,479.0238342285156,227.019775390625
223,2.4729734410000004e-06,352,878.6551513671875,147.93124389648438,86.01813507080078,452.7859191894531,191.91989135742188
224,2.5176309760000004e-06,352,899.0203247070312,153.77615356445312,97.89112854003906,439.4954528808594,207.8575439453125
225,2.5628906250000003e-06,352,915.7948608398438,163.07122802734375,84.44450378417969,464.4477844238281,203.831298828125
226,2.608757776e-06,352,889.079833984375,158.8914031982422,100.43949127197266,436.7850646972656,192.96392822265625
227,2.6552378410000004e-06,352,938.676513671875,176.13327026367188,92.37794494628906,453.144775390625,217.0205078125
228,2.7023362560000006e-06,352,866.2526245117188,161.85914611816406,84.6932373046875,423.50927734375,196.19100952148438
229,2.750058481e-06,352,824.024658203125,141.4564666748047,70.48651123046875,414.7857666015625,197.29591369628906
230,2.7984100000000005e-06,352,850.7393798828125,156.48426818847656,79.23826599121094,422.0863952636719,192.93048095703125
231,2.8473963210000006e-06,576,1188.2109375,154.01922607421875,103.59902954101562,749.83447265625,180.75827026367188
232,2.8970229760000003e-06,576,1007.130126953125,129.5728302001953,47.48098373413086,678.7935791015625,151.2828369140625
233,2.9472955210000007e-06,576,1337.0689697265625,205.07652282714844,114.36474609375,778.76513671875,238.862548828125
234,2.998219536000001e-06,576,1069.624755859375,151.29249572753906,67.40988159179688,675.39208984375,175.5302276611328
235,3.049800624999999e-06,576,1095.95361328125,150.77578735351562,82.04622650146484,697.8204345703125,165.3110809326172
236,3.1020444159999995e-06,576,1026.9952392578125,131.66087341308594,59.06355285644531,677.6438598632812,158.62692260742188
237,3.1549565609999997e-06,576,1015.1636962890625,142.39117431640625,64.42728424072266,654.0464477539062,154.2988739013672
238,3.2085427359999995e-06,576,1108.5142822265625,161.5218963623047,85.6707763671875,675.58251953125,185.7391815185547
239,3.2628086409999994e-06,576,1021.9288330078125,151.79193115234375,64.47467041015625,643.0991821289062,162.56304931640625
240,3.3177599999999996e-06,576,991.61328125,145.49185180664062,63.04680633544922,624.5692138671875,158.50534057617188
241,3.3734025609999996e-06,448,819.8986206054688,132.49594116210938,80.30891418457031,434.6438903808594,172.44979858398438
242,3.4297420959999998e-06,448,973.703369140625,189.97555541992188,88.58426666259766,478.5230407714844,216.62057495117188
243,3.486784401e-06,448,757.55419921875,133.90481567382812,70.198486328125,394.848876953125,158.60198974609375
244,3.544535296e-06,448,978.5289916992188,182.16293334960938,97.79903411865234,479.7112731933594,218.85577392578125
245,3.6030006249999997e-06,448,720.5283813476562,136.24600219726562,44.87604522705078,387.56463623046875,151.84165954589844
246,3.662186256e-06,448,856.3792724609375,144.18984985351562,112.89029693603516,422.5685729980469,176.7306365966797
247,3.722098081e-06,448,909.3338623046875,159.8490753173828,95.89668273925781,452.28204345703125,201.30604553222656
248,3.782742016e-06,448,783.2999877929688,147.37554931640625,66.4456558227539,399.02508544921875,170.4536895751953
249,3.844124001e-06,448,784.0355834960938,136.96754455566406,89.34869384765625,388.0652770996094,169.65403747558594
250,3.90625e-06,448,797.3070678710938,151.20257568359375,78.55300903320312,391.75579833984375,175.79568481445312
251,3.9691260010000004e-06,384,802.9263916015625,160.55535888671875,81.81999969482422,362.5757751464844,197.97528076171875
252,4.032758016e-06,384,780.2810668945312,134.9049072265625,127.75456237792969,337.4622802734375,180.1593017578125
253,4.097152081e-06,384,852.5924072265625,160.67266845703125,89.4017333984375,381.5661926269531,220.95181274414062
254,4.162314256e-06,384,800.3427124023438,165.7005157470703,85.91105651855469,354.2089538574219,194.5221710205078
255,4.228250625e-06,384,784.9153442382812,148.55624389648438,86.48677062988281,362.9429016113281,186.929443359375
256,4.294967296000001e-06,384,743.3460083007812,149.82423400878906,77.30438995361328,336.84136962890625,179.37603759765625
257,4.362470401000001e-06,384,734.2780151367188,145.94090270996094,63.115867614746094,347.1775207519531,178.04371643066406
258,4.430766096000001e-06,384,728.1859741210938,144.5035400390625,63.144351959228516,330.6078186035156,189.93031311035156
259,4.499860561e-06,384,905.4912109375,197.35931396484375,85.26628112792969,387.7543029785156,235.11126708984375
260,4.569760000000001e-06,384,697.7695922851562,138.0374298095703,58.336124420166016,338.2249450683594,163.1710968017578
261,4.640470641e-06,352,796.3281860351562,160.32705688476562,94.56045532226562,333.62677001953125,207.81387329101562
262,4.7119987360000004e-06,352,665.445068359375,143.7923583984375,57.28535461425781,292.2106018066406,172.15673828125
