iter,lr,img_size,loss_total,loss_xy,loss_wh,loss_obj,loss_cls
723,0.000273245607441,576,232.86386108398438,126.02021026611328,10.375947952270508,75.19891357421875,21.268808364868164
724,0.000274760478976,576,338.97503662109375,137.4244842529297,23.5784912109375,120.56221008300781,57.40983581542969
725,0.000276281640625,576,216.83119201660156,113.16461181640625,9.147842407226562,66.05603790283203,28.462692260742188
726,0.000277809109776,576,316.16143798828125,135.9365692138672,26.028547286987305,101.34214782714844,52.854190826416016
727,0.00027934290384099995,576,252.28465270996094,123.69048309326172,11.779727935791016,75.07672882080078,41.73771667480469
728,0.000280883040256,576,268.1763610839844,114.77354431152344,18.355154037475586,88.35505676269531,46.69261169433594
729,0.000282429536481,576,278.0670471191406,136.70826721191406,12.63521671295166,85.06173706054688,43.661827087402344
730,0.00028398241,576,265.9451599121094,135.69976806640625,10.771636962890625,74.81523895263672,44.65849685668945
731,0.00028554167832099995,416,278.5845947265625,123.05267333984375,9.936186790466309,124.20431518554688,21.391416549682617
732,0.000287107358976,416,213.265869140625,95.82074737548828,6.374532699584961,89.29874420166016,21.77185821533203
733,0.000288679469521,416,218.14019775390625,109.26139068603516,9.977813720703125,74.54287719726562,24.35811424255371
734,0.000290258027536,416,237.4497528076172,111.11607360839844,8.719500541687012,78.6005630493164,39.01362991333008
735,0.000291843050625,416,182.10792541503906,109.45037078857422,6.887602806091309,47.37889862060547,18.39103889465332
736,0.000293434556416,416,242.01539611816406,120.90528869628906,9.579042434692383,82.85022735595703,28.680828094482422
737,0.000295032562561,416,245.8404998779297,110.8006591796875,5.888314247131348,97.3988265991211,31.7526912689209
738,0.000296637086736,416,317.12921142578125,134.01290893554688,13.65945816040039,112.7938461303711,56.66297149658203
739,0.000298248146641,416,258.4393310546875,127.13539123535156,8.62522029876709,86.62702941894531,36.05168151855469
740,0.00029986575999999996,416,212.49046325683594,119.55833435058594,7.5129499435424805,55.69733810424805,29.721851348876953
741,0.000301489944561,544,223.86195373535156,118.49920654296875,7.979549407958984,75.59028625488281,21.792919158935547
742,0.000303120718096,544,204.5980987548828,102.32470703125,10.879742622375488,55.60443115234375,35.789222717285156
743,0.000304758098401,544,182.48948669433594,103.42045593261719,11.579854011535645,49.75110626220703,17.73807144165039
744,0.000306402103296,544,213.16934204101562,125.30925750732422,4.397622585296631,56.58230972290039,26.88014030456543
745,0.000308052750625,544,244.3819122314453,106.22578430175781,11.335165977478027,96.9627914428711,29.858173370361328
746,0.000309710058256,544,231.03240966796875,119.9651107788086,5.80797004699707,69.72187805175781,35.53744888305664
747,0.00031137404408100003,544,174.4427947998047,94.69658660888672,6.610544681549072,49.105228424072266,24.03042984008789
748,0.000313044726016,544,233.4892578125,129.1383056640625,5.60903787612915,58.44896697998047,40.29295349121094
749,0.000314722122001,544,223.4149627685547,116.39739227294922,11.161124229431152,61.595706939697266,34.2607536315918
750,0.00031640625,544,149.26959228515625,96.66154479980469,4.871147155761719,31.12801742553711,16.6088924407959
751,0.000318097128001,352,254.82069396972656,121.09999084472656,9.603742599487305,92.28467559814453,31.832286834716797
752,0.000319794774016,352,254.86483764648438,112.72380065917969,14.777288436889648,74.4354248046875,52.92832946777344
753,0.000321499206081,352,223.4138641357422,113.67089080810547,10.058865547180176,70.06590270996094,29.61821746826172
754,0.000323210442256,352,222.42147827148438,110.51689147949219,8.235455513000488,70.85921478271484,32.80988311767578
755,0.000324928500625,352,224.81288146972656,110.19514465332031,5.6084208488464355,56.01783752441406,52.99147033691406
756,0.000326653399296,352,241.00146484375,107.47267150878906,8.070733070373535,83.66355895996094,41.794517517089844
757,0.00032838515640100006,352,203.45635986328125,99.79578399658203,7.915895462036133,53.02405548095703,42.72062683105469
758,0.000330123790096,352,253.54652404785156,107.73302459716797,11.285938262939453,98.17320251464844,36.35435104370117
759,0.000331869318561,352,294.8128967285156,145.90557861328125,9.978017807006836,81.17210388183594,57.75718688964844
760,0.00033362176,352,244.75949096679688,119.71389770507812,7.682600975036621,65.1039047241211,52.259098052978516
761,0.000335381132641,352,268.1069030761719,128.34793090820312,13.492176055908203,83.07678985595703,43.19001007080078
762,0.000337147454736,352,249.0262451171875,129.6630859375,6.4503607749938965,70.53015899658203,42.38263702392578
763,0.00033892074456100003,352,191.412841796875,104.29019165039062,6.282142639160156,54.55183410644531,26.28867530822754
764,0.00034070102041600006,352,220.88616943359375,113.18231201171875,9.265779495239258,64.66742706298828,33.77065658569336
765,0.00034248830062500005,352,217.66526794433594,117.21326446533203,6.770526885986328,66.1334228515625,27.54803466796875
766,0.00034428260353600005,352,176.5366973876953,103.21761322021484,3.0790305137634277,47.20494079589844,23.035120010375977
767,0.00034608394752100004,352,231.070556640625,132.28762817382812,5.880234241485596,54.69469451904297,38.20800018310547
768,0.00034789235097600004,352,193.498046875,101.93816375732422,5.155815601348877,57.76725769042969,28.636829376220703
769,0.0003497078323210001,352,280.39251708984375,133.8867950439453,12.61758041381836,87.00054931640625,46.887596130371094
770,0.00035153041,352,241.32229614257812,119.68275451660156,7.984243392944336,70.22220611572266,43.43310546875
771,0.000353360102481,480,225.92222595214844,110.29055786132812,7.283749580383301,84.94502258300781,23.40290069580078
772,0.000355196928256,480,153.67755126953125,89.03630828857422,4.821140289306641,45.22110366821289,14.598993301391602
773,0.000357040905841,480,274.6926574707031,142.41464233398438,8.28237247467041,73.67295837402344,50.322696685791016
774,0.000358892053776,480,211.3312225341797,113.22441864013672,9.004318237304688,59.45342254638672,29.64906883239746
775,0.000360750390625,480,248.78111267089844,136.85475158691406,5.709797382354736,93.46730041503906,12.749252319335938
776,0.00036261593497600005,480,290.6855773925781,114.44686889648438,8.568053245544434,115.62960815429688,52.04106140136719
777,0.00036448870544100005,480,221.0181884765625,117.40084838867188,7.001810073852539,67.94538879394531,28.670129776000977
778,0.0003663687206560001,480,232.91818237304688,128.6772918701172,6.381428241729736,72.09675598144531,25.762676239013672
779,0.0003682559992810001,480,174.96339416503906,101.56653594970703,4.6199564933776855,49.42520523071289,19.3516845703125
780,0.00037015056000000006,480,203.00424194335938,109.33177947998047,4.9697723388671875,67.15373229980469,21.548978805541992
781,0.00037205242152100007,608,240.60670471191406,102.77008056640625,9.958948135375977,97.31681060791016,30.560882568359375
782,0.000373961602576,608,186.18930053710938,101.87850952148438,4.571343421936035,61.920249938964844,17.819190979003906
783,0.00037587812192100005,608,211.15008544921875,111.87201690673828,9.59167766571045,62.21429443359375,27.47208023071289
784,0.00037780199833600006,608,240.61744689941406,120.55728149414062,6.745494365692139,84.78614807128906,28.52851676940918
785,0.0003797332506250001,608,242.29197692871094,119.41105651855469,7.796081066131592,69.27873992919922,45.806121826171875
786,0.00038167189761600007,608,238.17776489257812,120.09102630615234,6.676997661590576,61.120330810546875,50.2894401550293
787,0.0003836179581610001,608,214.07073974609375,112.51544189453125,6.859071731567383,69.32617950439453,25.370044708251953
788,0.00038557145113600006,608,236.51539611816406,129.5399627685547,5.01585054397583,84.68356323242188,17.27600860595703
789,0.00038753239544100004,608,143.28485107421875,89.1484146118164,5.24786376953125,40.37432098388672,8.514240264892578
790,0.0003895008100000001,608,221.31512451171875,114.96092224121094,6.404500484466553,73.34839630126953,26.601306915283203
791,0.0003914767137610001,448,279.1866149902344,123.05268096923828,6.179564476013184,108.37740325927734,41.57695770263672
792,0.0003934601256960001,448,232.93719482421875,123.32388305664062,6.984714031219482,78.95188903808594,23.67671775817871
793,0.0003954510648010001,448,211.15383911132812,119.37101745605469,5.06876802444458,51.17948913574219,35.534549713134766
794,0.0003974495500960001,448,205.9019775390625,123.22122192382812,6.067877769470215,52.130516052246094,24.482364654541016
795,0.0003994556006250001,448,211.68768310546875,107.25041961669922,5.316568851470947,67.51165771484375,31.609024047851562
796,0.00040146923545600013,448,240.0900115966797,125.62431335449219,6.8420610427856445,68.34413146972656,39.27952194213867
797,0.00040349047368100013,448,224.807373046875,129.24937438964844,8.526451110839844,66.47874450683594,20.552810668945312
798,0.00040551933441600006,448,189.87611389160156,113.97344970703125,4.725970268249512,44.05695724487305,27.119754791259766
799,0.0004075558368010001,448,225.30772399902344,121.4520263671875,5.073286056518555,57.164127349853516,41.618309020996094
800,0.0004096000000000001,448,182.63803100585938,107.21054077148438,5.203346252441406,39.57696533203125,30.64718246459961
801,0.0004116518432010001,384,212.60556030273438,105.05418395996094,8.902815818786621,66.9896240234375,31.658952713012695
802,0.0004137113856160001,384,194.1771240234375,111.55323791503906,6.118627548217773,57.37083053588867,19.13442611694336
803,0.00041577864648100014,384,202.08070373535156,109.47657775878906,4.8289031982421875,46.94200134277344,40.83321762084961
804,0.0004178536450560001,384,180.56344604492188,112.8361587524414,6.4433088302612305,45.7600212097168,15.523954391479492
805,0.0004199364006250001,384,228.46926879882812,131.45018005371094,8.693402290344238,54.91887283325195,33.40680694580078
806,0.0004220269324960001,384,234.7584686279297,121.19682312011719,4.1031341552734375,69.25799560546875,40.20051193237305
807,0.0004241252600010001,384,195.5136260986328,109.10486602783203,4.573227882385254,60.11773681640625,21.717792510986328
808,0.00042623140249600013,384,225.48028564453125,117.63774871826172,8.030853271484375,57.25007629394531,42.561607360839844
809,0.0004283453793610001,384,166.90452575683594,101.63548278808594,3.225829601287842,36.688507080078125,25.354703903198242
810,0.0004304672100000001,384,196.57196044921875,99.81016540527344,8.25677490234375,52.11785888671875,36.387176513671875
811,0.00043259691384100015,384,190.7179412841797,108.26107788085938,5.47767448425293,46.921043395996094,30.058147430419922
812,0.0004347345103360001,384,176.70135498046875,109.85553741455078,4.839559555053711,37.058509826660156,24.94773292541504
813,0.0004368800189609999,384,254.58023071289062,141.01513671875,15.13578987121582,59.093353271484375,39.33598327636719
814,0.0004390334592159999,384,230.96530151367188,123.8083724975586,3.6607370376586914,67.74541473388672,35.75076675415039
815,0.00044119485062499986,384,223.74249267578125,130.92539978027344,6.5216217041015625,59.75629806518555,26.539154052734375
816,0.0004433642127359999,384,238.70703125,129.527099609375,6.422175884246826,66.69448852539062,36.063262939453125
817,0.0004455415651209999,384,201.30587768554688,115.97404479980469,10.550948143005371,44.53553009033203,30.245338439941406
818,0.0004477269273759999,384,162.96669006347656,118.97655487060547,3.775787353515625,26.289501190185547,13.924863815307617
819,0.0004499203191209999,384,185.53814697265625,107.32655334472656,4.015023231506348,48.8115348815918,25.38502311706543
820,0.0004521217599999999,384,212.15463256835938,116.63168334960938,4.495031356811523,65.38202667236328,25.645885467529297
821,0.0004543312696809999,352,191.40191650390625,104.80038452148438,4.106738090515137,54.64033889770508,27.854461669921875
822,0.00045654886785599993,352,217.3777313232422,136.08334350585938,5.1397600173950195,47.32622146606445,28.828418731689453
823,0.00045877457424099987,352,203.2465057373047,127.84680938720703,4.964852809906006,46.61197280883789,23.8228816986084
824,0.0004610084085759999,352,184.6879425048828,117.99290466308594,3.520806312561035,41.69718551635742,21.47705841064453
825,0.0004632503906249999,352,181.4811248779297,106.37986755371094,4.3614420890808105,39.81591033935547,30.923912048339844
826,0.0004655005401759999,352,195.5599365234375,113.14222717285156,3.9540209770202637,49.2557258605957,29.207950592041016
827,0.0004677588770409999,352,166.55105590820312,98.18047332763672,3.334329605102539,39.694034576416016,25.342193603515625
828,0.00047002542105599996,352,196.32237243652344,119.80265808105469,5.2626776695251465,51.6195068359375,19.637527465820312
829,0.0004723001920809999,352,153.90208435058594,92.506591796875,5.098416328430176,42.781524658203125,13.515549659729004
830,0.0004745832099999999,352,238.0828399658203,124.09192657470703,4.535062789916992,75.7383804321289,33.717472076416016
831,0.0004768744947209999,512,214.3111114501953,113.42198944091797,3.2210140228271484,82.2623062133789,15.405792236328125
832,0.0004791740661759999,512,269.10662841796875,125.43453979492188,7.801731586456299,96.50177001953125,39.36857223510742
833,0.0004814819443209999,512,234.8824462890625,126.07194519042969,7.0274481773376465,58.507835388183594,43.27521896362305
834,0.0004837981491359999,512,234.0349578857422,136.82862854003906,5.477386474609375,64.590576171875,27.138378143310547
835,0.00048612270062499993,512,162.35401916503906,101.15846252441406,4.986797332763672,35.721046447753906,20.487716674804688
836,0.0004884556188159999,512,194.27606201171875,108.94952392578125,4.835026264190674,55.872283935546875,24.619224548339844
837,0.0004907969237609999,512,180.74270629882812,116.72266387939453,3.962343215942383,42.40913772583008,17.648569107055664
838,0.0004931466355359999,512,215.5631866455078,114.67654418945312,3.669281244277954,52.51433563232422,44.70303726196289
839,0.0004955047742409999,512,219.9115447998047,117.05149841308594,5.941069602966309,73.35420227050781,23.564777374267578
840,0.00049787136,512,228.49522399902344,119.60397338867188,6.120159149169922,76.39362335205078,26.377487182617188
841,0.0005002464129609999,608,272.0185241699219,137.75624084472656,9.365445137023926,69.19867706298828,55.69815444946289
842,0.000502629953296,608,193.58953857421875,119.07290649414062,4.0723700523376465,44.026214599609375,26.418052673339844
843,0.000505022001201,608,245.7321014404297,112.3057632446289,8.441007614135742,86.02710723876953,38.958213806152344
844,0.0005074225768959999,608,181.6848602294922,115.71903991699219,3.1669554710388184,47.596561431884766,15.202281951904297
845,0.0005098317006249999,608,203.63754272460938,128.16761779785156,3.8691201210021973,55.023162841796875,16.577646255493164
846,0.0005122493926559999,608,134.33901977539062,88.93992614746094,3.181544542312622,28.305614471435547,13.911938667297363
847,0.000514675673281,608,208.78518676757812,130.7244110107422,4.584756851196289,41.718544006347656,31.757457733154297
848,0.000517110562816,608,182.4556427001953,95.79141998291016,3.5218706130981445,62.943145751953125,20.19919776916504
849,0.0005195540816009999,608,183.44415283203125,104.62046813964844,4.876739501953125,50.107303619384766,23.83963966369629
850,0.0005220062499999999,608,190.1214141845703,110.78395080566406,3.12591814994812,46.23904800415039,29.972509384155273
851,0.000524467088401,416,227.74472045898438,105.17393493652344,7.231936454772949,71.28559875488281,44.05323791503906
852,0.000526936617216,416,181.79383850097656,102.8639144897461,5.190979957580566,52.587623596191406,21.151329040527344
853,0.000529414856881,416,203.9745635986328,113.234130859375,5.274811267852783,62.47923278808594,22.986373901367188
854,0.000531901827856,416,206.22593688964844,117.36016082763672,5.796018600463867,49.951072692871094,33.118682861328125
855,0.000534397550625,416,182.982177734375,113.24664306640625,3.3269059658050537,40.772212982177734,25.636417388916016
856,0.000536902045696,416,186.9100799560547,105.3940658569336,3.529898166656494,48.01640701293945,29.969722747802734
857,0.0005394153336009999,416,188.4463348388672,116.59532165527344,3.422548770904541,49.088287353515625,19.340194702148438
858,0.000541937434896,416,186.22708129882812,109.73214721679688,5.482718467712402,36.988319396972656,34.02391052246094
859,0.0005444683701609999,416,193.79795837402344,105.28125,4.638541221618652,57.41961669921875,26.458560943603516
860,0.00054700816,416,224.50308227539062,138.4590301513672,3.2265729904174805,61.2861328125,21.53134536743164
861,0.000549556825041,320,201.5834503173828,106.70135498046875,9.161971092224121,54.43328094482422,31.28684425354004
862,0.000552114385936,320,173.30137634277344,95.75000762939453,4.213071346282959,39.34304428100586,33.995243072509766
863,0.000554680863361,320,224.80123901367188,125.85935974121094,4.276960849761963,60.95014572143555,33.714786529541016
864,0.000557256278016,320,229.1127166748047,121.90116882324219,6.038670539855957,54.192970275878906,46.97991180419922
865,0.000559840650625,320,265.0585021972656,119.59883880615234,5.765201091766357,84.04753875732422,55.646942138671875
866,0.000562434001936,320,249.77500915527344,111.53968811035156,10.207345962524414,69.84266662597656,58.18531799316406
867,0.000565036352721,320,231.81881713867188,111.09001922607422,6.308648109436035,67.291748046875,47.128414154052734
868,0.0005676477237760001,320,240.91546630859375,125.07837677001953,6.493678092956543,69.7396240234375,39.60378646850586
869,0.000570268135921,320,201.32803344726562,107.39014434814453,4.42609977722168,50.19908905029297,39.312721252441406
870,0.00057289761,320,135.89857482910156,72.54995727539062,2.80844783782959,33.35661315917969,27.183568954467773
871,0.000575536166881,448,206.0311279296875,104.59082794189453,3.4242477416992188,83.34298706054688,14.673064231872559
872,0.000578183827456,448,182.6627655029297,98.74270629882812,3.764003038406372,47.89558410644531,32.260475158691406
873,0.000580840612641,448,176.1779022216797,102.72270965576172,4.714853286743164,56.84327697753906,11.897076606750488
874,0.000583506543376,448,234.25746154785156,112.96162414550781,6.000716209411621,83.42719268798828,31.86793327331543
875,0.0005861816406250001,448,275.9779968261719,135.89932250976562,8.510854721069336,85.61392974853516,45.953895568847656
876,0.000588865925376,448,170.91690063476562,104.45794677734375,4.255040168762207,43.24291229248047,18.96099281311035
877,0.0005915594186410001,448,201.49058532714844,113.13573455810547,3.9972214698791504,63.937049865722656,20.42058753967285
878,0.000594262141456,448,186.34767150878906,112.31360626220703,3.349461317062378,44.735504150390625,25.949106216430664
879,0.000596974114881,448,192.40631103515625,104.73753356933594,5.225317001342773,47.00444793701172,35.438995361328125
880,0.00059969536,448,153.85870361328125,108.11874389648438,2.8685004711151123,34.153560638427734,8.717917442321777
881,0.000602425897921,576,228.29864501953125,119.14274597167969,2.506443977355957,83.24002838134766,23.409435272216797
882,0.000605165749776,576,212.56390380859375,123.40489959716797,10.590107917785645,53.11724090576172,25.451662063598633
883,0.0006079149367210001,576,203.20191955566406,108.02857971191406,5.349493980407715,54.03621292114258,35.78763961791992
884,0.0006106734799360001,576,187.42221069335938,103.99568939208984,7.623989582061768,49.81843185424805,25.98408317565918
885,0.0006134414006250001,576,256.6454772949219,122.42020416259766,21.46225929260254,70.40228271484375,42.36073303222656
886,0.000616218720016,576,281.62969970703125,142.5395965576172,11.332880020141602,90.0911865234375,37.666019439697266
887,0.000619005459361,576,200.8076629638672,112.25184631347656,12.417352676391602,50.24696350097656,25.89150047302246
888,0.0006218016399360001,576,247.8628692626953,119.92015838623047,6.554416656494141,80.76534271240234,40.62294387817383
889,0.000624607283041,576,171.92410278320312,96.0022964477539,4.5851263999938965,51.84947967529297,19.48720359802246
890,0.00062742241,576,186.18377685546875,100.21319580078125,6.544605255126953,52.97054672241211,26.455440521240234
891,0.0006302470421610001,576,147.5050048828125,101.14551544189453,3.7857067584991455,31.26594352722168,11.307830810546875
892,0.0006330812008960001,576,213.02880859375,120.81317138671875,4.863243579864502,58.07959747314453,29.272796630859375
893,0.0006359249076010001,576,145.87704467773438,91.98226165771484,7.651029586791992,31.34373664855957,14.90001392364502
894,0.000638778183696,576,132.31036376953125,97.90713500976562,2.557797431945801,27.653539657592773,4.191877841949463
895,0.0006416410506250002,576,169.96551513671875,108.73632049560547,4.319133758544922,39.35492706298828,17.555131912231445
896,0.0006445135298560001,576,196.70899963378906,121.9470443725586,3.059911012649536,39.5672607421875,32.134803771972656
897,0.0006473956428810001,576,171.02024841308594,99.5009765625,3.797182559967041,45.127960205078125,22.594127655029297
898,0.0006502874112160001,576,206.76565551757812,126.36324310302734,3.3227059841156006,50.06256103515625,27.017152786254883
899,0.0006531888564010001,576,167.70364379882812,108.4286880493164,4.177369117736816,38.73516082763672,16.362422943115234
900,0.0006561000000000001,576,212.66958618164062,132.075439453125,2.8518550395965576,48.94084930419922,28.801433563232422
901,0.0006590208636010001,608,216.947265625,130.7240753173828,5.863336086273193,54.28831481933594,26.07154083251953
902,0.000661951468816,608,209.36325073242188,135.4037322998047,3.301114320755005,42.246646881103516,28.41175651550293
903,0.0006648918372810001,608,180.11431884765625,122.57349395751953,5.86771297454834,33.895423889160156,17.777685165405273
904,0.000667841990656,608,146.51329040527344,108.96299743652344,2.0331077575683594,25.399816513061523,10.117374420166016
905,0.000670801950625,608,214.81997680664062,113.07524871826172,7.945705890655518,68.12002563476562,25.67899513244629
906,0.000673771738896,608,179.88909912109375,121.13138580322266,3.256861686706543,42.226165771484375,13.274677276611328
907,0.0006767513772010001,608,159.65074157714844,103.64082336425781,4.059329986572266,34.55320358276367,17.39739418029785
908,0.0006797408872960001,608,173.1671142578125,99.69363403320312,5.275241374969482,41.02999496459961,27.16825294494629
909,0.0006827402909610001,608,216.17544555664062,113.56537628173828,5.309194564819336,69.7120361328125,27.588844299316406
910,0.0006857496100000001,608,203.13626098632812,124.34881591796875,3.972921371459961,53.194435119628906,21.620100021362305
911,0.0006887688662410001,576,202.92401123046875,133.24851989746094,2.7885260581970215,49.686485290527344,17.20047950744629
912,0.0006917980815360002,576,161.0423126220703,112.32112121582031,2.3699328899383545,30.768016815185547,15.583250045776367
913,0.0006948372777610001,576,160.17807006835938,102.19662475585938,3.449064254760742,34.400360107421875,20.132028579711914
914,0.0006978864768160002,576,235.7602996826172,109.76282501220703,6.055470943450928,88.02279663085938,31.919189453125
915,0.0007009457006250001,576,196.70919799804688,130.03643798828125,2.5104682445526123,40.08570861816406,24.07659149169922
916,0.000704014971136,576,164.6265869140625,94.41654968261719,2.8586490154266357,38.669437408447266,28.681955337524414
917,0.0007070943103210001,576,159.8076934814453,102.06171417236328,4.122329235076904,30.831680297851562,22.791961669921875
918,0.0007101837401760002,576,198.3584442138672,117.78691864013672,4.398194789886475,51.885650634765625,24.287689208984375
919,0.0007132832827210001,576,190.197509765625,120.83296966552734,3.122372627258301,42.28837585449219,23.953805923461914
920,0.0007163929600000001,576,158.00909423828125,104.08544158935547,3.870952606201172,35.965335845947266,14.087357521057129
921,0.0007195127940810001,384,200.04624938964844,105.5359115600586,3.3304390907287598,66.63792419433594,24.541963577270508
922,0.0007226428070560002,384,190.05780029296875,113.0903549194336,4.085668563842773,49.288875579833984,23.59290313720703
923,0.0007257830210410001,384,216.52134704589844,115.82000732421875,6.2334303855896,60.52428436279297,33.943626403808594
924,0.0007289334581760001,384,180.9928436279297,113.46743774414062,4.140894889831543,45.99931716918945,17.385208129882812
925,0.0007320941406250001,384,204.2300262451172,120.30594635009766,3.5807175636291504,36.437843322753906,43.90552520751953
926,0.0007352650905760001,384,147.1221923828125,88.43601989746094,2.440361738204956,38.759376525878906,17.486408233642578
927,0.0007384463302410002,384,260.1217346191406,123.9959716796875,5.966550827026367,93.13121795654297,37.027992248535156
928,0.0007416378818560001,384,230.3759765625,132.36557006835938,4.333644390106201,69.81472778320312,23.862024307250977
929,0.0007448397676810001,384,239.35076904296875,136.8471221923828,7.557415008544922,56.205284118652344,38.74092102050781
930,0.0007480520100000002,384,155.6689910888672,102.64550018310547,2.6314070224761963,25.234188079833984,25.15789222717285
931,0.0007512746311210001,512,182.2156982421875,118.56095886230469,4.1881279945373535,39.87035369873047,19.596263885498047
932,0.0007545076533760002,512,177.5023956298828,106.71127319335938,4.071710586547852,50.164920806884766,16.554492950439453
933,0.0007577510991210001,512,181.08782958984375,110.91738891601562,5.36406135559082,43.750877380371094,21.055484771728516
934,0.0007610049907360002,512,202.4012451171875,115.72724914550781,8.956998825073242,58.82074737548828,18.896244049072266
935,0.0007642693506250001,512,161.1254119873047,99.94178009033203,1.9442732334136963,32.385955810546875,26.8533935546875
936,0.0007675442012160002,512,214.16928100585938,130.57302856445312,6.061385631561279,48.39263916015625,29.142210006713867
937,0.0007708295649610002,512,167.2027130126953,113.77490997314453,2.298140048980713,33.448814392089844,17.680845260620117
938,0.0007741254643359998,512,165.66314697265625,115.31658935546875,5.958622932434082,31.70698356628418,12.680957794189453
939,0.0007774319218409999,512,209.41104125976562,121.56707763671875,3.491178274154663,44.23335647583008,40.11942672729492
940,0.0007807489599999998,512,190.14151000976562,104.47210693359375,10.205862045288086,38.763187408447266,36.700355529785156
941,0.0007840766013609999,448,196.1216583251953,118.4423828125,4.396520614624023,38.67594909667969,34.606807708740234
942,0.0007874148684959999,448,170.38670349121094,107.95781707763672,2.0577449798583984,41.32225036621094,19.04888916015625
943,0.0007907637840009997,448,196.13551330566406,140.99893188476562,2.80059814453125,34.22130584716797,18.114681243896484
944,0.0007941233704959999,448,206.03460693359375,134.10040283203125,4.071811199188232,41.17566680908203,26.686729431152344
945,0.0007974936506249999,448,179.8289337158203,119.37074279785156,3.394129753112793,37.96317672729492,19.100873947143555
946,0.0008008746470559998,448,171.71231079101562,113.31343841552734,2.9638519287109375,33.371726989746094,22.06330108642578
947,0.0008042663824809998,448,282.1497802734375,164.79177856445312,8.548614501953125,71.71427917480469,37.095096588134766
948,0.0008076688796159999,448,231.8663787841797,135.43370056152344,6.046424865722656,57.76382827758789,32.622440338134766
949,0.0008110821612009999,448,147.58395385742188,94.30642700195312,2.1556801795959473,36.47943115234375,14.642409324645996
950,0.0008145062499999999,448,207.65444946289062,127.12552642822266,3.202267646789551,50.32884216308594,26.99779510498047
951,0.0008179411688009999,416,150.33006286621094,101.04830932617188,3.1135003566741943,31.56680679321289,14.60143756866455
952,0.0008213869404159999,416,169.65695190429688,111.32829284667969,2.4712512493133545,34.981204986572266,20.876205444335938
953,0.0008248435876809999,416,151.17605590820312,96.85685729980469,2.6682963371276855,30.983701705932617,20.66718864440918
954,0.0008283111334559998,416,152.45343017578125,99.19894409179688,2.1910500526428223,21.63888931274414,29.42455291748047
955,0.0008317896006249999,416,180.70848083496094,110.04261016845703,2.757331132888794,43.473609924316406,24.43491554260254
956,0.0008352790120959998,416,233.37222290039062,135.84922790527344,5.809696197509766,59.28769302368164,32.425594329833984
957,0.0008387793908009999,416,197.15457153320312,116.55616760253906,3.113203525543213,55.50141906738281,21.98378562927246
958,0.0008422907596959999,416,221.41799926757812,134.9586181640625,5.443963527679443,54.79991149902344,26.215492248535156
959,0.0008458131417609999,416,141.57586669921875,98.7273178100586,2.568500518798828,28.34866714477539,11.931377410888672
960,0.0008493465599999999,416,234.39881896972656,131.0196533203125,2.1421048641204834,62.99577331542969,38.24127960205078
961,0.0008528910374409999,320,226.81173706054688,109.55372619628906,10.254913330078125,63.855224609375,43.14787292480469
962,0.0008564465971359999,320,239.0561981201172,115.60665130615234,9.091572761535645,76.70008850097656,37.65788269042969
963,0.0008600132621609999,320,248.6131591796875,129.89280700683594,6.445336818695068,62.10939025878906,50.165611267089844
964,0.0008635910556159999,320,172.00123596191406,108.99311828613281,2.5145187377929688,30.54942512512207,29.944168090820312
965,0.0008671800006249999,320,280.94219970703125,145.45848083496094,6.511663436889648,59.588775634765625,69.38327026367188
966,0.000870780120336,320,230.40545654296875,110.87249755859375,8.862590789794922,80.3783187866211,30.292051315307617
967,0.000874391437921,320,293.4029846191406,131.39385986328125,7.919137477874756,105.62770080566406,48.46228790283203
968,0.0008780139765759999,320,254.5384521484375,136.9652099609375,7.771648406982422,63.656105041503906,46.14550018310547
969,0.000881647759521,320,276.3518981933594,130.43356323242188,11.295900344848633,84.62213897705078,50.00029754638672
970,0.00088529281,320,280.39862060546875,137.77825927734375,7.864775657653809,79.30448913574219,55.45108413696289
971,0.000888949151281,320,196.85882568359375,114.04486083984375,3.6834065914154053,37.09575271606445,42.03480529785156
972,0.000892616806656,320,251.619873046875,143.76971435546875,6.409496307373047,54.08205032348633,47.358619689941406
973,0.0008962957994409999,320,179.0827178955078,110.90789794921875,3.5516858100891113,51.33442306518555,13.28870964050293
974,0.000899986152976,320,208.94326782226562,97.92507934570312,6.550450325012207,69.60488891601562,34.862850189208984
975,0.0009036878906249999,320,165.81825256347656,107.38018798828125,3.761435031890869,30.64712905883789,24.02950668334961
976,0.000907401035776,320,170.48194885253906,99.14923095703125,3.7774477005004883,39.10569381713867,28.449562072753906
977,0.000911125611841,320,178.74656677246094,103.87991333007812,4.319202899932861,36.74495315551758,33.80250549316406
978,0.000914861642256,320,158.59571838378906,95.3268814086914,11.958800315856934,35.617279052734375,15.692765235900879
979,0.0009186091504809999,320,232.4827117919922,109.30046081542969,3.558835029602051,41.393455505371094,78.22996520996094
980,0.0009223681599999999,320,173.5505828857422,111.5980224609375,2.6636476516723633,33.230613708496094,26.05830192565918
981,0.000926138694321,320,175.8651123046875,93.53057861328125,4.21115779876709,46.90765380859375,31.215728759765625
982,0.000929920776976,320,177.28944396972656,113.1737060546875,3.6119747161865234,36.305572509765625,24.198200225830078
983,0.000933714431521,320,149.85043334960938,105.82329559326172,2.6730480194091797,23.819286346435547,17.534805297851562
